Architecture,Core_Speed,DVI_Connection,Dedicated,Direct_X,HDMI_Connection,Integrated,L2_Cache,Manufacturer,Max_Power,Memory,Memory_Bandwidth,Memory_Bus,Memory_Speed,Memory_Type,Name,Notebook_GPU,Open_GL,PSU,Pixel_Rate,Power_Connector,Process,ROPs,Release_Date,Resolution_WxH,SLI_Crossfire,Shader,TMUs,Texture_Rate,VGA_Connection
Maxwell GM204-400-A1,1203 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,4096 MB,230.4GB/sec,256 Bit,1800 MHz,GDDR5,GeForce GTX 980 Palit Super JetStream 4GB Edition,No,4.5,500 Watt & 42 Amps,83 GPixel/s,1x 6-pin + 1x 8-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,167 GTexel/s,0
Maxwell GM204-400-A1,1126 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 PNY 4GB Edition,No,4.5,500 Watt & 42 Amps,78 GPixel/s,2x 6-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,156 GTexel/s,0
Maxwell GM204-400-A1,1126 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 Palit JetStream 4GB Edition,No,4.5,500 Watt & 42 Amps,78 GPixel/s,1x 6-pin + 1x 8-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,156 GTexel/s,0
Maxwell GM204-400-A1,1127 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 Palit 4GB Edition,No,4.5,500 Watt & 42 Amps,78 GPixel/s,1x 6-pin + 1x 8-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,156 GTexel/s,0
Maxwell GM204-400-A1,1152 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 MSI OC v1 4GB Edition,No,4.5,500 Watt & 42 Amps,80 GPixel/s,2x 6-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,160 GTexel/s,0
Maxwell GM204-400-A1 (x2),1216 MHz,1,Yes,DX 12.1,1,No,2048KB(x2),Nvidia,340 Watts,8192 MB,448.8GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 MSI Gaming 4GB Edition SLI,No,4.5,600 Watt & 42 Amps,169 GPixel/s,None,28nm,64 (x2),19-Sep-2014,4096x2160,Yes,5,128,337 GTexel/s,0
Maxwell GM204-400-A1 (x3),1216 MHz,1,Yes,DX 12.1,1,No,2048KB(x3),Nvidia,150 Watts,12288 MB,673.2GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 MSI Gaming 4GB Edition 3-Way SLI,No,4.5,N/A,253 GPixel/s,None,28nm,64 (x3),19-Sep-2014,4096x2160,Yes,5,128,506 GTexel/s,0
Maxwell GM204-400-A1,1178 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 MSI Armor 2X OC 4GB Edition,No,4.5,500 Watt & 33 Amps,82 GPixel/s,2x 8-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,164 GTexel/s,0
Maxwell GM204-400-A1,1216 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 MSI Gaming 4GB Edition,No,4.5,500 Watt & 42 Amps,84 GPixel/s,2x 8-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,169 GTexel/s,0
Maxwell GM204-400-A1,1152 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,170 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 Leadtek Winfast Hurricane 4GB Edition,No,4.5,500 Watt & 42 Amps,80 GPixel/s,2x 6-pin,28nm,64,20-Oct-2014,5120x3200,Yes,5,128,160 GTexel/s,0
Maxwell GM204-400-A1,1126 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 Leadtek WinFast 4GB Edition,No,4.5,500 Watt & 42 Amps,78 GPixel/s,2x 6-pin,28nm,64,04-Nov-2014,5120x3200,Yes,5,128,156 GTexel/s,0
Maxwell GM204-400-A1,1266 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,4096 MB,230.4GB/sec,256 Bit,1800 MHz,GDDR5,GeForce GTX 980 Inno3D iChill HerculeZ X4 ABU 4GB Edition,No,4.5,500 Watt & 42 Amps,87 GPixel/s,2x 6-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,175 GTexel/s,0
Maxwell GM204-400-A1,1126 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 MSI 4GB Edition,No,4.5,500 Watt & 42 Amps,78 GPixel/s,2x 6-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,156 GTexel/s,0
Maxwell GM204-400-A1,1241 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,300 Watts,4096 MB,227.2GB/sec,256 Bit,1775 MHz,GDDR5,GeForce GTX 980 Gigabyte XTREME 4GB Edition,No,4.5,600 Watt & 42 Amps,86 GPixel/s,2x 8-pin,28nm,64,11-Nov-2015,5120x3200,Yes,5,128,172 GTexel/s,0
Maxwell GM204-400-A1,1126 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 Inno3D 4GB Edition,No,4.5,500 Watt & 42 Amps,78 GPixel/s,2x 6-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,156 GTexel/s,0
Maxwell GM204-400-A1,1228 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 Inno3D iChill HerculeZ X4 Air 4GB Edition,No,4.5,500 Watt & 42 Amps,85 GPixel/s,2x 6-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,170 GTexel/s,0
Maxwell GM204-400-A1,1228 MHz,1,Yes,DX 12.1,1,No,1024KB(x2),Nvidia,150 Watts,8192 MB,448.8GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 Gigabyte G1 Gaming 4GB Edition SLI,No,4.5,N/A,170 GPixel/s,None,28nm,64 (x2),19-Sep-2014,4096x2160,Yes,5,128,340 GTexel/s,0
Maxwell GM204-400-A1,1128 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 Gigabyte WindForce 3X 4GB Edition,No,4.5,600 Watt & 42 Amps,75 GPixel/s,2x 6-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,151 GTexel/s,0
Maxwell GM204-400-A1,1228 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 Gigabyte G1 Gaming 4GB Edition,No,4.5,600 Watt & 42 Amps,85 GPixel/s,2x 8-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,170 GTexel/s,0
Maxwell GM204-400-A1,1126 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,250 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 Galax 4GB Edition,No,4.5,500 Watt & 42 Amps,78 GPixel/s,2x 6-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,156 GTexel/s,0
Maxwell GM204-400-A1 (x2),1241 MHz,1,Yes,DX 12.1,1,No,2048KB(x2),Nvidia,150 Watts,8192 MB,448.8GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 EVGA Superclocked 4GB Edition SLI,No,4.5,N/A,172 GPixel/s,None,28nm,64 (x2),19-Sep-2014,4096x2160,Yes,5,128,344 GTexel/s,0
Maxwell GM204-400-A1 (x2),1266 MHz,1,Yes,DX 12.1,1,No,2048KB(x2),Nvidia,150 Watts,8192 MB,448.8GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 EVGA Superclocked ACX 2.0 4GB Edition SLI,No,4.5,N/A,175 GPixel/s,None,28nm,64 (x2),19-Sep-2014,4096x2160,Yes,5,128,350 GTexel/s,0
Maxwell GM204-400-A1,1228 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,250 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 Galax SOC 4GB Edition,No,4.5,600 Watt & 42 Amps,85 GPixel/s,2x 8-pin,28nm,64,30-Sep-2014,5120x3200,Yes,5,128,170 GTexel/s,0
Maxwell GM204-400-A1,1126 MHz,2,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 Gainward 4GB Edition,No,4.5,500 Watt & 42 Amps,78 GPixel/s,2x 6-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,156 GTexel/s,0
Maxwell GM204-400-A1,1304 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 Galax HOF 4GB Edition,No,4.5,500 Watt & 42 Amps,91 GPixel/s,2x 8-pin,28nm,64,10-Nov-2014,5120x3200,Yes,5,128,182 GTexel/s,0
Maxwell GM204-400-A1,1266 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 EVGA Superclocked ACX 2.0 4GB Edition,No,4.5,500 Watt & 42 Amps,87 GPixel/s,2x 6-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,175 GTexel/s,0
Maxwell GM204-400-A1,1291 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 EVGA Hydro Copper 4GB Edition,No,4.5,500 Watt & 42 Amps,89 GPixel/s,2x 6-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,178 GTexel/s,0
Maxwell GM204-400-A1,1241 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 EVGA Superclocked 4GB Edition,No,4.5,500 Watt & 42 Amps,86 GPixel/s,2x 6-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,172 GTexel/s,0
Maxwell GM204-400-A1,1279 MHz,2,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 EVGA FTW ACX 2.0 4GB Edition,No,4.5,500 Watt & 42 Amps,88 GPixel/s,2x 6-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,177 GTexel/s,0
Maxwell GM204-400-A1,1291 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 EVGA Hybrid 4GB Edition,No,4.5,500 Watt & 42 Amps,89 GPixel/s,2x 6-pin,28nm,64,26-Mar-2015,5120x3200,Yes,5,128,178 GTexel/s,0
Maxwell GM204-400-A1,1126 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 EVGA 4GB Edition,No,4.5,500 Watt & 42 Amps,78 GPixel/s,2x 6-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,156 GTexel/s,0
Maxwell GM204-400-A1 (x2),1178 MHz,1,Yes,DX 12.1,1,No,2048KB(x2),Nvidia,150 Watts,8192 MB,448.8GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 Asus Strix OC 4GB Edition SLI,No,4.5,750 Watt & 42 Amps,164 GPixel/s,None,28nm,64 (x2),19-Sep-2014,4096x2160,Yes,5,128,327 GTexel/s,0
Maxwell GM204-400-A1,1126 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 EVGA ACX 2.0 4GB Edition,No,4.5,500 Watt & 42 Amps,78 GPixel/s,2x 6-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,156 GTexel/s,0
Maxwell GM204-400-A1,1291 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 EVGA Classified ACX 2.0 4GB Edition,No,4.5,500 Watt & 42 Amps,89 GPixel/s,2x 8-pin,28nm,64,01-Oct-2014,5120x3200,Yes,5,128,178 GTexel/s,0
Maxwell GM204-400-A1,1304 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 EVGA Classified Kingpin ACX 2.0+ 4GB Edition,No,4.5,500 Watt & 37 Amps,91 GPixel/s,2x 6-pin,28nm,64,06-Feb-2015,5120x3200,Yes,5,128,182 GTexel/s,0
Maxwell GM204-400-A1,1178 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,300 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 Asus Strix OC 4GB Edition,No,4.5,600 Watt & 42 Amps,82 GPixel/s,1x 6-pin + 1x 8-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,164 GTexel/s,0
Maxwell GM204-400-A1,1241 MHz,1,Yes,DX 12.1,1,No,1024KB(x2),Nvidia,325 Watts,8192 MB,448.8GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 Asus ROG Matrix Platinum 4GB Edition SLI,No,4.5,750 Watt & 50 Amps,172 GPixel/s,None,28nm,64 (x2),03-Dec-2014,4096x2160,Yes,5,128,344 GTexel/s,0
Maxwell GM204-400-A1,1291 MHz,1,Yes,DX 12.1,1,No,1024KB(x2),Nvidia,150 Watts,8192 MB,448.8GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 EVGA Classified ACX 2.0 4GB Edition SLI,No,4.5,N/A,178 GPixel/s,None,28nm,64 (x2),01-Oct-2014,4096x2160,Yes,5,128,357 GTexel/s,0
Maxwell GM204-400-A1,1126 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,225 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 Asus 4GB Edition,No,4.5,500 Watt & 42 Amps,78 GPixel/s,2x 6-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,156 GTexel/s,0
Maxwell GM204-400-A1 (x2),1126 MHz,1,Yes,DX 12.1,1,No,2048KB(x2),Nvidia,350 Watts,8192 MB,448.8GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 4GB SLI,No,4.5,750 Watt & 42 Amps,156 GPixel/s,None,28nm,64 (x2),19-Sep-2014,4096x2160,Yes,5,128,311 GTexel/s,0
Maxwell GM204-400-A1 (x3),1126 MHz,1,Yes,DX 12.1,1,No,2048KB(x3),Nvidia,150 Watts,12288 MB,673.2GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 4GB 3-Way SLI,No,4.5,N/A,233 GPixel/s,None,28nm,64 (x3),19-Sep-2014,4096x2160,Yes,5,128,467 GTexel/s,0
Maxwell GM204-400-A1,1126 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,165 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 4GB,No,4.5,500 Watt & 42 Amps,78 GPixel/s,2x 6-pin,28nm,64,19-Sep-2014,5120x3200,Yes,5,128,156 GTexel/s,0
Maxwell GM204-200-A1 (x2),1228 MHz,1,Yes,DX 12.1,1,No,2048KB(x2),Nvidia,150 Watts,8192 MB,460.8GB/sec,256 Bit,1800 MHz,GDDR5,GeForce GTX 970 Zotac AMP! Extreme Core 4GB Edition SLI,No,4.5,N/A,155 GPixel/s,None,28nm,56 (x2),19-Sep-2014,4096x2160,Yes,5,104,287 GTexel/s,0
Maxwell GM204-200-A1,1102 MHz,1,Yes,DX 12.1,1,No,1792KB,Nvidia,160 Watts,4096 MB,225.4GB/sec,256 Bit,1761 MHz,GDDR5,GeForce GTX 970 Zotac AMP! Omega 4GB Edition,No,4.5,500 Watt & 30 Amps,69 GPixel/s,2x 6-pin,28nm,56,19-Sep-2014,5120x3200,Yes,5,104,129 GTexel/s,0
Maxwell GM204-200-A1,1152 MHz,1,Yes,DX 12.1,1,No,1792KB,Nvidia,148 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 970 Zotac AMP! Omega Core 4GB Edition,No,4.5,600 Watt & 30 Amps,73 GPixel/s,2x 6-pin,28nm,56,19-Sep-2014,5120x3200,Yes,5,104,136 GTexel/s,0
Maxwell GM204-200-A1,1228 MHz,1,Yes,DX 12.1,1,No,1792KB,Nvidia,175 Watts,4096 MB,230.4GB/sec,256 Bit,1800 MHz,GDDR5,GeForce GTX 970 Zotac AMP! Extreme Core 4GB Edition,No,4.5,600 Watt & 30 Amps,77 GPixel/s,2x 6-pin,28nm,56,19-Sep-2014,5120x3200,Yes,5,104,144 GTexel/s,0
Maxwell GM204-200-A1,1203 MHz,1,Yes,DX 12.1,1,No,1792KB,Nvidia,175 Watts,4096 MB,230.4GB/sec,256 Bit,1800 MHz,GDDR5,GeForce GTX 970 Zotac AMP! Extreme 4GB Edition,No,4.5,600 Watt & 30 Amps,76 GPixel/s,2x 8-pin,28nm,56,19-Sep-2014,5120x3200,Yes,5,104,141 GTexel/s,0
Maxwell GM204-400-A1,1178 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,300 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 Asus ROG Poseidon 4GB Edition,No,4.5,600 Watt & 42 Amps,82 GPixel/s,1x 6-pin + 1x 8-pin,28nm,64,10-Nov-2014,5120x3200,Yes,5,128,164 GTexel/s,0
Maxwell GM204-400-A1,1317 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,375 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 Asus ROG Matrix Gold 4GB Edition,No,4.5,600 Watt & 42 Amps,92 GPixel/s,2x 8-pin,28nm,64,31-Mar-2015,5120x3200,Yes,5,128,183 GTexel/s,0
Maxwell GM204-200-A1 (x2),1076 MHz,1,Yes,DX 12.1,1,No,2048KB(x2),Nvidia,150 Watts,8192 MB,448.8GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 970 Zotac 4GB Edition SLI,No,4.5,N/A,136 GPixel/s,None,28nm,56 (x2),19-Sep-2014,4096x2160,Yes,5,104,253 GTexel/s,0
Maxwell GM204-200-A1,1050 MHz,2,Yes,DX 12.1,1,No,1792KB,Nvidia,150 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 970 PNY 4GB Edition,No,4.5,500 Watt & 37 Amps,66 GPixel/s,2x 6-pin,28nm,56,19-Sep-2014,5120x3200,Yes,5,104,123 GTexel/s,0
Maxwell GM204-200-A1 (x2),1203 MHz,1,Yes,DX 12.1,1,No,2048KB(x2),Nvidia,150 Watts,8192 MB,460.8GB/sec,256 Bit,1800 MHz,GDDR5,GeForce GTX 970 Zotac AMP! Extreme 4GB Edition SLI,No,4.5,N/A,152 GPixel/s,None,28nm,56 (x2),19-Sep-2014,4096x2160,Yes,5,104,282 GTexel/s,0
Maxwell GM204-200-A1,1050 MHz,2,Yes,DX 12.1,1,No,1792KB,Nvidia,148 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 970 Point of View 4GB Edition,No,4.5,500 Watt & 30 Amps,66 GPixel/s,2x 6-pin,28nm,56,19-Sep-2014,5120x3200,Yes,5,104,123 GTexel/s,0
Maxwell GM204-200-A1,1050 MHz,2,Yes,DX 12.1,1,No,1792KB,Nvidia,150 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 970 Palit 4GB Edition,No,4.5,500 Watt & 37 Amps,66 GPixel/s,2x 6-pin,28nm,56,19-Sep-2014,5120x3200,Yes,5,104,123 GTexel/s,0
Maxwell GM204-200-A1,1152 MHz,2,Yes,DX 12.1,1,No,1792KB,Nvidia,150 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 970 Palit JetStream 4GB Edition,No,4.5,500 Watt & 30 Amps,73 GPixel/s,2x 6-pin,28nm,56,19-Sep-2014,5120x3200,Yes,5,104,136 GTexel/s,0
Maxwell GM204-200-A1 (x2),1140 MHz,2,Yes,DX 12.1,1,No,2048KB(x2),Nvidia,290 Watts,8192 MB,448.8GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 970 MSI Gaming 100 ME 4GB Edition SLI,No,4.5,600 Watt & 42 Amps,143 GPixel/s,4x 6-pin,28nm,56 (x2),28-Jan-2015,5120x3200,Yes,5,104,266 GTexel/s,0
Maxwell GM204-200-A1,1140 MHz,1,Yes,DX 12.1,1,No,1792KB,Nvidia,148 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 970 MSI Gaming 4GB Edition,No,4.5,500 Watt & 30 Amps,66 GPixel/s,1x 6-pin + 1x 8-pin,28nm,56,19-Sep-2014,5120x3200,Yes,N/A,104,123 GTexel/s,0
Maxwell GM204-200-A1,1140 MHz,1,Yes,DX 12.1,1,No,1792KB,Nvidia,296 Watts,8192 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 970 MSI Gaming 4GB Edition SLI,No,4.5,700 Watt & 51 Amps,72 GPixel/s,None,28nm,56,19-Sep-2014,5120x3200,Yes,5,104,133 GTexel/s,0
Maxwell GM204-200-A1,1076 MHz,1,Yes,DX 12.1,1,No,1792KB,Nvidia,150 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 970 Zotac 4GB Edition,No,4.5,500 Watt & 30 Amps,68 GPixel/s,2x 6-pin,28nm,56,19-Sep-2014,5120x3200,Yes,5,104,126 GTexel/s,0
Maxwell GM204-200-A1,1140 MHz,2,Yes,DX 12.1,1,No,1792KB,Nvidia,145 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 970 MSI Gaming 100 ME 4GB Edition,No,4.5,400 Watt & 29 Amps,72 GPixel/s,1x 6-pin + 1x 8-pin,28nm,56,28-Jan-2015,5120x3200,Yes,5,104,133 GTexel/s,0
Maxwell GM204-200-A1,1102 MHz,1,Yes,DX 12.1,1,No,1792KB,Nvidia,148 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 970 MSI Armor 2X OC 4GB Edition,No,4.5,500 Watt & 37 Amps,69 GPixel/s,2x 6-pin,28nm,56,19-Sep-2014,5120x3200,Yes,5,104,129 GTexel/s,0
Maxwell GM204-400-A1,1241 MHz,1,Yes,DX 12.1,1,No,2048KB,Nvidia,300 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 980 Asus ROG Matrix Platinum 4GB Edition,No,4.5,600 Watt & 42 Amps,86 GPixel/s,2x 8-pin,28nm,64,03-Dec-2014,5120x3200,Yes,5,128,172 GTexel/s,0
Maxwell GM204-200-A1,1076 MHz,1,Yes,DX 12.1,1,No,1792KB,Nvidia,148 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 970 MSI OC 4GB Edition,No,4.5,500 Watt & 33 Amps,68 GPixel/s,2x 6-pin,28nm,56,19-Sep-2014,5120x3200,Yes,5,104,126 GTexel/s,0
Maxwell GM204-200-A1,1076 MHz,1,Yes,DX 12.1,1,No,1792KB,Nvidia,150 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 970 Leadtek WinFast Hurricane 4GB Edition,No,4.5,500 Watt & 33 Amps,68 GPixel/s,2x 6-pin,28nm,56,20-Oct-2014,5120x3200,Yes,5,104,126 GTexel/s,0
Maxwell GM204-200-A1,1165 MHz,1,Yes,DX 12.1,1,No,1792KB,Nvidia,145 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 970 MSI Gaming Golden 4GB Edition,No,4.5,500 Watt & 30 Amps,74 GPixel/s,1x 6-pin + 1x 8-pin,28nm,56,14-Nov-2014,5120x3200,Yes,5,104,137 GTexel/s,0
Maxwell GM204-200-A1,1050 MHz,2,Yes,DX 12.1,1,No,1792KB,Nvidia,148 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 970 Leadtek WinFast 4GB Edition,No,4.5,500 Watt & 33 Amps,66 GPixel/s,2x 6-pin,28nm,56,04-Nov-2014,5120x3200,Yes,5,104,123 GTexel/s,0
Maxwell GM204-200-A1,1178 MHz,1,Yes,DX 12.1,1,No,1792KB,Nvidia,145 Watts,4096 MB,230.4GB/sec,256 Bit,1800 MHz,GDDR5,GeForce GTX 970 Inno3D iChill HerculeZ X4 ABU 4GB Edition,No,4.5,500 Watt & 30 Amps,74 GPixel/s,2x 6-pin,28nm,56,19-Sep-2014,5120x3200,Yes,5,104,138 GTexel/s,0
Maxwell GM204-200-A1,1088 MHz,2,Yes,DX 12.1,1,No,1792KB,Nvidia,145 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 970 Inno3D HerculeZ X2 OC 4GB Edition,No,4.5,500 Watt & 30 Amps,69 GPixel/s,2x 6-pin,28nm,56,29-Sep-2014,5120x3200,Yes,5,104,128 GTexel/s,0
Maxwell GM204-200-A1,1178 MHz,2,Yes,DX 12.1,1,No,1792KB,Nvidia,145 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 970 KFA2 EXOC Sniper 4GB Edition,No,4.5,500 Watt & 42 Amps,74 GPixel/s,1x 6-pin + 1x 8-pin,28nm,56,18-Jan-2016,5120x3200,Yes,5,104,138 GTexel/s,0
Maxwell GM204-200-A1,1114 MHz,2,Yes,DX 12.1,1,No,1792KB,Nvidia,150 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 970 Gigabyte WindForce 3X OC 4GB Edition,No,4.5,550 Watt & 30 Amps,70 GPixel/s,1x 6-pin + 1x 8-pin,28nm,56,29-Sep-2014,5120x3200,Yes,5,104,130 GTexel/s,0
Maxwell GM204-200-A1,1126 MHz,1,Yes,DX 12.1,1,No,1792KB,Nvidia,145 Watts,4096 MB,224.4GB/sec,256 Bit,1753 MHz,GDDR5,GeForce GTX 970 Galax OC 4GB Edition,No,4.5,500 Watt & 42 Amps,71 GPixel/s,2x 6-pin,28nm,56,19-Sep-2014,5120x3200,Yes,5,104,132 GTexel/s,0
